dataset,method,mean_rmse,std_rmse
kin40k,SHAP/Linear,0.7307293604255944,0.0
kin40k,L1/Linear,0.7618068603296774,0.0
kin40k,L1,0.8707231983222595,0.0
kin40k,RE,0.6103387143740884,0.0
kin40k,Individual Contribution,0.6101884486072622,0.0
kin40k,RF,0.7637636821399927,0.0
kin40k,MethodB_SHAP_then_Corr,0.8229893871707955,0.0
kin40k,MethodC_Corr_then_SHAP,0.8229893871707955,0.0
